?subject	?label
<http://purl.obolibrary.org/obo/FOODON_03315977>	"brown beer oud bruin type"@en
<http://purl.obolibrary.org/obo/FOODON_00001887>	"fruit dessert food product"@en
<http://purl.obolibrary.org/obo/NCBITaxon_50417>	"Mimachlamys varia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03490292>	"aluminium can, drum or barrel, varnished"@en
<http://purl.obolibrary.org/obo/NCBITaxon_133890>	"Xiphopenaeus kroyeri"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306116>	"lingonberry concentrate"@en
<http://purl.obolibrary.org/obo/FOODON_03305082>	"chocolate-flavored pecan fudge"@en
<http://purl.obolibrary.org/obo/FOODON_03411382>	"partridge as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03400665>	"17  derived edible products of animal origin (ccpr)"@en
<http://purl.obolibrary.org/obo/FOODON_03305980>	"orange juice (chilled)"@en
<http://purl.obolibrary.org/obo/FOODON_03305827>	"sweet potato (canned, dehydrated)"@en
<http://purl.obolibrary.org/obo/FOODON_03310841>	"turmeric (ground)"@en
<http://purl.obolibrary.org/obo/FOODON_00001266>	"camel milk beverage"@en
<http://purl.obolibrary.org/obo/FOODON_03307147>	"rice (milled)"@en
<http://purl.obolibrary.org/obo/FOODON_03310772>	"noodles and cheese"@en
<http://purl.obolibrary.org/obo/NCBITaxon_6752>	"Brachyura"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/ENVO_00000139>	"irrigation ditch"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/CHEBI_17188>	"nucleoside 5'-monophosphate"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03308524>	"sardine in soybean oil (canned)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_53751>	"Echinacea purpurea"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03308402>	"smelt (frozen)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_6737>	"Panulirus argus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03304183>	"clam (smoked)"@en
<http://purl.obolibrary.org/obo/FOODON_03302668>	"wine (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03303038>	"chicken gravy"@en
<http://purl.obolibrary.org/obo/NCBITaxon_94240>	"Psettodes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412978>	"acetic acid esters of mono- and diglycerides of fatty acids as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03460256>	"carbohydrate fermentation process"@en
<http://purl.obolibrary.org/obo/FOODON_03414172>	"white oyster mushroom"@en
<http://purl.obolibrary.org/obo/FOODON_03304773>	"plantain (fried)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_13106>	"Lepomis macrochirus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412521>	"blewit as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305196>	"ginseng tea (dry)"@en
<http://purl.obolibrary.org/obo/ECOCORE_00000013>	"photoautotrophy"@en
<http://purl.obolibrary.org/obo/FOODON_03420271>	"sugar syrup or syrup solids"@en
<http://purl.obolibrary.org/obo/FOODON_03413565>	"northern lemon rock crab as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412217>	"rough redeye crab as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002092>	"pasteurized process cheese spread food product"@en
<http://purl.obolibrary.org/obo/FOODON_03316189>	"pectin liquid"@en
<http://purl.obolibrary.org/obo/FOODON_03420276>	"calyx"@en
<http://purl.obolibrary.org/obo/NCBITaxon_260718>	"Phyllanthus acidus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412535>	"blacktail pike-conger as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00000073>	"cereal food fines (byproduct)"@en
<http://purl.obolibrary.org/obo/CHEBI_15705>	"L-alpha-amino acid"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03310649>	"fruit puree"@en
<http://purl.obolibrary.org/obo/FOODON_03304443>	"seafood dinner (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_00001605>	"animal product sausage"@en
<http://purl.obolibrary.org/obo/FOODON_03490106>	"glass container, tinless steel lid"@en
<http://purl.obolibrary.org/obo/FOODON_03302158>	"imitation grape carbonated beverage"@en
<http://purl.obolibrary.org/obo/FOODON_03401102>	"10000260 - soups - prepared (frozen) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03308084>	"river sardine (raw)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_526618>	"Pelotretis flavilatus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03305506>	"shrimp puff"@en
<http://purl.obolibrary.org/obo/FOODON_03400232>	"mellorine (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03309275>	"seabob (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_00001975>	"jack family (or carangidae) food product"@en
<http://purl.obolibrary.org/obo/FOODON_00002016>	"malabar snapper food product"@en
<http://purl.obolibrary.org/obo/FOODON_03310924>	"confectionery (Frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03303888>	"shrimp (headless, in shell, frozen)"@en
<http://purl.obolibrary.org/obo/CHEBI_25000>	"lactone"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03301013>	"wine (dealcoholized)"@en
<http://purl.obolibrary.org/obo/FOODON_03305470>	"mellorine"@en
<http://purl.obolibrary.org/obo/FOODON_03315724>	"pan coating vegetable oil-based"@en
<http://purl.obolibrary.org/obo/FOODON_03400956>	"10000246 - pies/pastries - sweet (perishable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03315771>	"spring mackerel canned"@en
<http://purl.obolibrary.org/obo/FOODON_03401002>	"10000236 - nuts/seeds - prepared/processed (shelf stable) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03412253>	"threadfin family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03316044>	"frying oil"@en
<http://purl.obolibrary.org/obo/FOODON_03412660>	"bigeye scad as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315413>	"ice cream (lowfat)"@en
<http://purl.obolibrary.org/obo/IAO_0000115>	"definition"
<http://purl.obolibrary.org/obo/IAO_0000115>	"definition"@en
<http://purl.obolibrary.org/obo/FOODON_03302902>	"corn flakes (with instant bananas)"@en
<http://purl.obolibrary.org/obo/IAO_0000115>	"definition"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_4577>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_78168>	"Passiflora edulis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001991>	"lake herring food product"@en
<http://purl.obolibrary.org/obo/FOODON_03460164>	"protein added"@en
<http://purl.obolibrary.org/obo/FOODON_03490223>	"multicomponent adhesive, no solvent"@en
<http://purl.obolibrary.org/obo/FOODON_03315472>	"bean (simmered)"@en
<http://purl.obolibrary.org/obo/FOODON_03308411>	"fish (breaded, frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_00001090>	"sour milk beverage"@en
<http://purl.obolibrary.org/obo/FOODON_03305068>	"fatty foods"@en
<http://purl.obolibrary.org/obo/NCBITaxon_162300>	"Epinephelus malabaricus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03311203>	"candy with ground nutmeats"@en
<http://purl.obolibrary.org/obo/FOODON_03490372>	"low density polyethylene container, treated"@en
<http://purl.obolibrary.org/obo/FOODON_03301115>	"soy sauce"@en
<http://purl.obolibrary.org/obo/FOODON_03311488>	"raisin (seedless)"@en
<http://purl.obolibrary.org/obo/FOODON_03302186>	"fruit juice drink"@en
<http://purl.obolibrary.org/obo/FOODON_03303532>	"tybo cheese"@en
<http://purl.obolibrary.org/obo/FOODON_00001768>	"cotton seed refined oil food product"@en
<http://purl.obolibrary.org/obo/FOODON_03411877>	"atlantic halibut as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_8234>	"Thunnus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03510133>	"\"more\" label claim"@en
<http://purl.obolibrary.org/obo/FOODON_03412988>	"aluminium ammonium sulphate as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03307026>	"buttery seasoning"@en
<http://purl.obolibrary.org/obo/NCBITaxon_248136>	"Scomberomorus queenslandicus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03401137>	"10000629 - aquatic invertebrates/fish/shellfish/seafood mixes - unprepared/unprocessed (frozen) (gs1 gpc)"@en
<http://purl.obolibrary.org/obo/FOODON_03311071>	"potato (freeze dried)"@en
<http://purl.obolibrary.org/obo/FOODON_03530236>	"hazard 8"@en
<http://purl.obolibrary.org/obo/FOODON_03315630>	"milk (partly skimmed, flavored)"@en
<http://purl.obolibrary.org/obo/FOODON_03317328>	"meat (cut, raw)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_7824>	"Sphyrna tiburo"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411059>	"shellfish or crustacean as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_59999>	"chemical substance"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00002265>	"soybean seed food product"@en
<http://purl.obolibrary.org/obo/FOODON_03411448>	"sorghum plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03308246>	"crayster (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03305393>	"papaya milk (freeze-dried)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_23216>	"Rubus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/PATO_0001596>	"increased depth"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03304426>	"vanilla filled wafer (artificially sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03309836>	"coffee (green)"@en
<http://purl.obolibrary.org/obo/FOODON_03317551>	"fruit wine aromatized"@en
<http://purl.obolibrary.org/obo/FOODON_03480039>	"packed in fruit juice"@en
<http://purl.obolibrary.org/obo/FOODON_03317446>	"gnocchi"@en
<http://purl.obolibrary.org/obo/FOODON_03316787>	"orange juice concentrate (for manufacturing)"@en
<http://purl.obolibrary.org/obo/FOODON_03306837>	"tropical health drink (diluted)"@en
<http://purl.obolibrary.org/obo/FOODON_03414524>	"edible-nest swiftlet as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311874>	"kombucha tea"@en
<http://purl.obolibrary.org/obo/NCBITaxon_9823>	"Sus scrofa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03309725>	"puffer roe pickled in rice bran"@en
<http://purl.obolibrary.org/obo/FOODON_03412926>	"african locust bean plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03315343>	"milk formulated powdered"@en
<http://purl.obolibrary.org/obo/FOODON_00001226>	"fruit preserve or jam food product"@en
<http://purl.obolibrary.org/obo/FOODON_03309122>	"ray's bream (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03307824>	"ham and cheese sandwich"@en
<http://purl.obolibrary.org/obo/FOODON_03307174>	"pineapple and orange juice (strained)"@en
<http://purl.obolibrary.org/obo/FOODON_00002385>	"baking soda product"@en
<http://purl.obolibrary.org/obo/FOODON_03510260>	"bodybuilder"@en
<http://purl.obolibrary.org/obo/FOODON_03316068>	"bread wholemeal (deprecated)"@en
<http://purl.obolibrary.org/obo/FOODON_03306287>	"potato chip (flash-fried)"@en
<http://purl.obolibrary.org/obo/FOODON_03309108>	"milkfish (raw)"@en
<http://purl.obolibrary.org/obo/PO_0009001>	"fruit"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03510059>	"general label claim"@en
<http://purl.obolibrary.org/obo/FOODON_03520466>	"midwestern states"@en
<http://purl.obolibrary.org/obo/FOODON_03303770>	"sunflower seed bark (artificially sweetened)"@en
<http://purl.obolibrary.org/obo/FOODON_03309642>	"peruvian sea bass (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03412082>	"hibiscus plant as food source"@en
<http://purl.obolibrary.org/obo/ECOCORE_00000008>	"trophic interaction"@en
<http://www.ebi.ac.uk/ancestro/ancestro_0004>	"ancestral group"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03317126>	"potato flakes (granulated and powdered) product"@en
<http://purl.obolibrary.org/obo/FOODON_03414547>	"bearded tooth mushroom"@en
<http://purl.obolibrary.org/obo/FOODON_03411221>	"cashew plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03414552>	"golden oyster mushroom as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03310944>	"carrot junior food"@en
<http://purl.obolibrary.org/obo/FOODON_03414068>	"greek sheatfish as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002393>	"unrefined chinese wine"@en
<http://purl.obolibrary.org/obo/FOODON_00002124>	"plant based animal feed food product"@en
<http://purl.obolibrary.org/obo/FOODON_03301909>	"mint tea (dry)"@en
<http://purl.obolibrary.org/obo/FOODON_03307424>	"yam (canned)"@en
<http://purl.obolibrary.org/obo/FOODON_03411245>	"apple tree as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03305128>	"cream of mushroom soup (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03301507>	"fruit butter"@en
<http://purl.obolibrary.org/obo/FOODON_03413876>	"pollock as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03317520>	"egg product (deep-frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03470161>	"preservation by electron accelerator radiation"@en
<http://purl.obolibrary.org/obo/FOODON_03411758>	"persian grouper as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03310355>	"cassava dried"@en
<http://purl.obolibrary.org/obo/NCBITaxon_212736>	"Centrophorus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/GAZ_00003731>	"Bali Province"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03411608>	"miniature tomato plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03303183>	"fruit juice punch beverage base"@en
<http://purl.obolibrary.org/obo/FOODON_03308636>	"imitation scallop (breaded)"@en
<http://purl.obolibrary.org/obo/FOODON_03302124>	"betel nut (raw)"@en
<http://purl.obolibrary.org/obo/NCBITaxon_303921>	"Atherina presbyter"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_36609>	"Cydonia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03413667>	"milk conch as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03317407>	"mollusc (unprocessed, deep-frozen)"@en
<http://purl.obolibrary.org/obo/FOODON_03411002>	"archaeogastropod as food source"@en
<http://purl.obolibrary.org/obo/CHEBI_35150>	"calcium hydroxide"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_6579>	"Pecten maximus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_630280>	"Macrourinae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/NCBITaxon_3481>	"Cannabaceae"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03412574>	"crangonid shrimp family as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03460326>	"bacteria curing process"@en
<http://purl.obolibrary.org/obo/FOODON_03413363>	"dolphin family as food source"@en
<http://purl.obolibrary.org/obo/GAZ_00000558>	"Turkey"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03530127>	"plat-de-cote"@en
<http://purl.obolibrary.org/obo/FOODON_03304041>	"sweet and sour sauce mix (dry)"@en
<http://purl.obolibrary.org/obo/FOODON_03301146>	"cucumber pickle"@en
<http://purl.obolibrary.org/obo/FOODON_03302283>	"grape beverage base (vitamin-fortified, artificially sweetened,-flavored and colored)"@en
<http://purl.obolibrary.org/obo/FOODON_03306612>	"grape and apple juice drink"@en
<http://purl.obolibrary.org/obo/CHEBI_33302>	"pnictogen molecular entity"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03530063>	"belly meat"@en
<http://purl.obolibrary.org/obo/CHEBI_83501>	"acesulfame"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03470123>	"sterilization by heating"@en
<http://purl.obolibrary.org/obo/FOODON_03308785>	"california halibut (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03400678>	"013  leafy vegetables (including brassica leafy vegetables) (vl) (ccpr)"@en
<http://purl.obolibrary.org/obo/FOODON_03411696>	"fenugreek plant as food source"@en
<http://purl.obolibrary.org/obo/NCBITaxon_349311>	"Engraulis australis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03306896>	"garlic and onion puree"@en
<http://purl.obolibrary.org/obo/FOODON_03316330>	"seasoning substance based on lemon juice (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03412149>	"pacific snapper as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03411979>	"pacific giant oyster as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03311618>	"shrimp (boiled)"@en
<http://purl.obolibrary.org/obo/FOODON_03308944>	"peruvian fish (raw)"@en
<http://purl.obolibrary.org/obo/FOODON_03316639>	"caramels frothing"@en
<http://purl.obolibrary.org/obo/FOODON_03308517>	"reindeer sausage"@en
<http://purl.obolibrary.org/obo/FOODON_03304538>	"peanut flour (food product)"@en
<http://purl.obolibrary.org/obo/FOODON_03306444>	"meatloaf seasoning mix"@en
<http://purl.obolibrary.org/obo/FOODON_03315993>	"bakery product, fine, for special nutritional uses"@en
<http://purl.obolibrary.org/obo/NCBITaxon_72636>	"Pachygrapsus transversus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_00001623>	"atlantic salmon food product"@en
<http://purl.obolibrary.org/obo/FOODON_03303925>	"macaroni (long)"@en
<http://purl.obolibrary.org/obo/FOODON_03316415>	"taffy hard"@en
<http://purl.obolibrary.org/obo/FOODON_03311343>	"orange juice concentrate"@en
<http://purl.obolibrary.org/obo/FOODON_03530058>	"dark fish flesh"@en
<http://purl.obolibrary.org/obo/FOODON_03316797>	"fig canned artificially sweetened"@en
<http://purl.obolibrary.org/obo/FOODON_03413664>	"turkish snail as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03414137>	"murray king crab as food source"@en
<http://purl.obolibrary.org/obo/FOODON_03412048>	"licorice plant as food source"@en
<http://purl.obolibrary.org/obo/ENVO_01000927>	"day care building"@en
<http://purl.obolibrary.org/obo/GAZ_00003955>	"Turks and Caicos Islands"^^<http://www.w3.org/2001/XMLSchema#string>
<http://purl.obolibrary.org/obo/FOODON_03400123>	"cream product analog (us cfr)"@en
<http://purl.obolibrary.org/obo/FOODON_03311345>	"orange juice (single strength, heat treated, bottled)"@en
<http://purl.obolibrary.org/obo/FOODON_03412953>	"lemon verbena plant as food source"@en
<http://purl.obolibrary.org/obo/FOODON_00002415>	"food milling process"@en
